#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
6	31626106	31628498	C6orf47-AS1	ENSG00000227198
1	94388130	94389501	MTND4P11	ENSG00000234099
19	47123725	47128375	PTGIR	ENSG00000160013
6	31668806	31668868	MIR4646	ENSG00000266776
19	47061898	47062899	GAPDHP38	ENSG00000249210
8	70834989	70835281	RN7SL675P	ENSG00000239580
18	21269407	21535030	LAMA3	ENSG00000053747
8	70842140	70842257	RNA5SP270	ENSG00000223293
6	90187860	90188150	RN7SL11P	ENSG00000239316
6	31724728	31724830	RNU6-850P	ENSG00000252743
2	189842818	189842887	MIR1245A	ENSG00000221502
2	29283842	29297127	C2orf71	ENSG00000179270
HSCHR6_MHC_QBL	32740573	32742982	TAPSAR1	ENSG00000206296
10	122938214	122945480	LINC01153	ENSG00000227143
6	31732087	31733365	SAPCD1-AS1	ENSG00000235663
5	92745065	92921354	NR2F1-AS1	ENSG00000237187
8	70855183	70856883	SDCBPP2	ENSG00000247570
9	141044565	141071821	TUBBP5	ENSG00000159247
X	135961358	135961430	SNORD61	ENSG00000206979
10	123170430	123170714	RN7SKP167	ENSG00000222979
2	189997762	189997837	MIR3129	ENSG00000264725
6	31803040	31803103	SNORD48	ENSG00000201823
10	37890366	37891859	MTRNR2L7	ENSG00000256892
19	47163621	47180704	DACT3-AS1	ENSG00000245598
6	160133833	160135017	HNRNPH1P1	ENSG00000220305
2	190175989	190176693	KRT18P19	ENSG00000213601
6	31804853	31804919	SNORD52	ENSG00000201754
1	242935922	242936405	RSL24D1P4	ENSG00000215800
1	185403376	185403437	RNU7-183P	ENSG00000252407
15	65488337	65503826	CILP	ENSG00000138615
10	123473121	123473508	RPS15AP5	ENSG00000223540
8	70899650	70899932	SUMO2P20	ENSG00000253721
6	36708552	36807778	CPNE5	ENSG00000124772
6	31851538	31851831	EHMT2-AS1	ENSG00000237080
6	31924616	31924717	MIR1236	ENSG00000221267
6	90507317	90507596	DNAJC19P6	ENSG00000220871
6	31967753	31971298	C4A-AS1	ENSG00000233627
6	160141447	160141572	RNU4ATAC18P	ENSG00000251988
11	59058526	59058806	RN7SL435P	ENSG00000263944
6	160201282	160201413	SNORA20	ENSG00000207392
8	70990141	70990267	RNU1-101P	ENSG00000212473
20	44994688	45061704	ELMO2	ENSG00000062598
11	59077154	59078049	OR5AN2P	ENSG00000235678
10	123687827	123711480	ATE1-AS1	ENSG00000226864
6	160206626	160206765	SNORA29	ENSG00000206910
7	143333745	143515397	FAM115D	ENSG00000159860
19	47192056	47192325	RN7SL364P	ENSG00000243560
6	31973413	31976228	CYP21A1P	ENSG00000204338
11	59100230	59101559	OR5BR1P	ENSG00000255386
1	41932608	41932699	RNA5SP45	ENSG00000252563
6	149068464	149398126	UST	ENSG00000111962
6	160424323	160428696	AIRN	ENSG00000268257
8	22835390	22835638	RN7SL303P	ENSG00000240116
10	124105205	124105308	RNU6-728P	ENSG00000202245
10	124176481	124176583	MIR3941	ENSG00000265442
19	47137333	47137942	GNG8	ENSG00000167414
4	108745719	108836203	SGMS2	ENSG00000164023
10	38091751	38147034	ZNF248	ENSG00000198105
7	99354604	99381888	CYP3A4	ENSG00000160868
14	95998634	96001209	SNHG10	ENSG00000247092
11	59158827	59159765	OR5BB1P	ENSG00000198261
10	124516210	124558696	DMBT1P1	ENSG00000176584
13	27844464	27847827	RASL11A	ENSG00000122035
1	186280957	186281060	RNU6-1240P	ENSG00000202025
HSCHR6_MHC_QBL	32775657	32776334	PPP1R2P1	ENSG00000226914
4	164245113	164265984	NPY1R	ENSG00000164128
8	42736379	42736675	RN7SL806P	ENSG00000242719
X	113125873	113126950	QTRT1P1	ENSG00000270524
8	71185604	71186072	BTF3P12	ENSG00000213003
8	42751340	42751418	MIR4469	ENSG00000266044
6	31976391	31980249	TNXA	ENSG00000248290
19	40697651	40721482	MAP3K10	ENSG00000130758
6	90539613	90584155	CASP8AP2	ENSG00000118412
11	59259125	59260054	OR4D8P	ENSG00000204989
15	76077453	76077726	RN7SL319P	ENSG00000241807
1	94616294	94616610	RN7SL440P	ENSG00000264963
1	42506268	42507400	HNRNPFP1	ENSG00000227538
15	76083811	76085024	DNM1P49	ENSG00000261820
8	42928617	42928761	RNU1-124P	ENSG00000200731
10	70883268	70932617	VPS26A	ENSG00000122958
11	59266465	59266539	RNU6-779P	ENSG00000252418
HSCHR6_MHC_QBL	32792898	32792972	HLA-Z	ENSG00000233053
11	59299227	59300168	OR4D7P	ENSG00000254770
2	74699085	74700449	MRPL53	ENSG00000204822
14	95999692	95999966	SCARNA13	ENSG00000252481
1	94767594	94768578	GAPDHP29	ENSG00000178596
19	47150869	47164395	DACT3	ENSG00000197380
2	216861052	216947678	PECR	ENSG00000115425
HSCHR6_MHC_QBL	32866827	32867341	BRD2-IT1	ENSG00000228104
11	8866810	8866905	RNA5SP330	ENSG00000252905
15	76187381	76187639	RN7SL510P	ENSG00000266308
11	59326273	59326334	RNU7-58P	ENSG00000252893
HSCHR6_MHC_QBL	32976288	32976697	RPL32P1	ENSG00000233194
2	10830470	10832225	RN7SL832P	ENSG00000243819
17	7833663	7835441	TRAPPC1	ENSG00000170043
22	26887191	26908471	TFIP11	ENSG00000100109
X	113193202	113193367	RNU1-57P	ENSG00000207220
5	131817301	131826490	IRF1	ENSG00000125347
X	113219603	113219893	RN7SL93P	ENSG00000240327
2	264140	278283	ACP1	ENSG00000143727
HSCHR6_MHC_QBL	32988586	32994128	HLA-DPA2	ENSG00000227286
11	8986222	8999074	TMEM9B-AS1	ENSG00000254860
2	21346789	21366144	TDRD15	ENSG00000218819
11	59362550	59362631	MIR3162	ENSG00000264559
1	187061974	187329455	LINC01036	ENSG00000236030
1	187412738	187446354	LINC01037	ENSG00000231599
15	76551327	76554031	TYRO3P	ENSG00000259581
17	79202077	79212891	ENTHD2	ENSG00000167302
8	43075103	43075952	VN1R46P	ENSG00000253611
HSCHR6_MHC_QBL	33000629	33004165	COL11A2P1	ENSG00000228164
6	136663875	136871957	MAP7	ENSG00000135525
5	154320630	154348971	MRPL22	ENSG00000082515
1	22303514	22325135	CELA3B	ENSG00000219073
1	150039369	150117505	VPS45	ENSG00000136631
1	187532193	187533263	FDPSP1	ENSG00000225462
17	12820585	12820659	MIR1269B	ENSG00000265503
6	31981047	31981564	STK19P	ENSG00000250535
11	9111859	9111926	MIR5691	ENSG00000264984
20	61569471	61576996	GID8	ENSG00000101193
17	12875869	12876142	RN7SL550P	ENSG00000266152
HSCHR6_MHC_QBL	33009286	33025634	HLA-DPB2	ENSG00000234834
5	79945819	79946855	MTRNR2L2	ENSG00000271043
X	113625127	113625709	SSU72P1	ENSG00000226547
11	9115910	9117737	KRT8P41	ENSG00000213538
1	42965876	42966067	TMSB4XP1	ENSG00000236876
1	95104017	95285837	LINC01057	ENSG00000224081
3	71338920	71355004	FOXP1-AS1	ENSG00000244203
1	243244458	243244561	RNU6-747P	ENSG00000212230
5	7980259	7980417	RNU1-76P	ENSG00000199773
6	32000490	32004035	C4B-AS1	ENSG00000229776
11	92231318	92232101	RPS3AP42	ENSG00000244244
3	71591121	71591240	MIR1284	ENSG00000221264
8	87497059	87573726	CPNE3	ENSG00000085719
6	32046285	32046405	RNA5SP206	ENSG00000252512
1	43034704	43034810	RNU6-536P	ENSG00000200254
8	71566815	71567118	RN7SL19P	ENSG00000243532
15	76878988	76879032	MIR3713	ENSG00000266449
1	187610358	187612992	ERVMER61-1	ENSG00000230426
X	113824088	113824403	RPL36AP53	ENSG00000224664
3	71619406	71623608	FOXP1-IT1	ENSG00000242094
16	337440	402673	AXIN1	ENSG00000103126
15	77028982	77029321	RN7SKP217	ENSG00000201510
15	65526798	65592956	PARP16	ENSG00000138617
13	27998681	28009958	GTF3A	ENSG00000122034
15	77269258	77269551	RN7SL278P	ENSG00000243365
2	10884312	10884375	RNU7-138P	ENSG00000239053
15	77271586	77272792	KRT8P23	ENSG00000259565
1	243430559	243431421	FCF1P7	ENSG00000224727
6	160874460	160932156	LPAL2	ENSG00000213071
3	71876328	71876614	RN7SL271P	ENSG00000239250
6	32292996	32293955	HNRNPA1P2	ENSG00000237285
11	9450320	9450501	SNORA23	ENSG00000201998
3	72055925	72056126	UBE2Q2P9	ENSG00000244130
11	3108346	3187969	OSBPL5	ENSG00000021762
2	23608088	23931481	KLHL29	ENSG00000119771
HSCHR6_MHC_QBL	33027765	33039900	HLA-DPA3	ENSG00000224929
8	72361046	72361454	TRAPPC2P2	ENSG00000253124
HSCHR6_MHC_QBL	33041365	33044349	HCG24	ENSG00000238100
14	96505661	96560417	C14orf132	ENSG00000227051
17	29302405	29302972	DPRXP4	ENSG00000264743
6	32320654	32320760	RNU6-603P	ENSG00000223335
11	9602453	9602763	RN7SL56P	ENSG00000243869
1	243509478	243509557	MIR4677	ENSG00000265201
6	32358287	32361463	HCG23	ENSG00000228962
9	130455257	130487152	PTRH1	ENSG00000187024
2	68686551	68694390	FBXO48	ENSG00000204923
4	164265091	164273086	NPY5R	ENSG00000164129
1	95116100	95116934	KATNBL1P2	ENSG00000232857
HSCHR6_MHC_QBL	33112312	33112935	ZNF70P1	ENSG00000231030
1	188124970	188125311	RN7SKP156	ENSG00000222240
4	108852525	108874613	CYP2U1	ENSG00000155016
11	92670607	92670832	SNRPGP16	ENSG00000255287
1	243787968	243788358	FABP7P1	ENSG00000226766
6	32427598	32441277	HLA-DRB9	ENSG00000196301
2	110424705	110425579	BMS1P19	ENSG00000231099
6	32517717	32517867	RNU1-61P	ENSG00000251916
1	95138474	95139717	PGBD4P7	ENSG00000244433
3	135684515	135866733	PPP2R3A	ENSG00000073711
5	79950467	80172279	MSH3	ENSG00000113318
15	42120293	42140353	JMJD7-PLA2G4B	ENSG00000168970
1	95211416	95211456	MIR378G	ENSG00000263526
11	92785561	92785993	RPL26P31	ENSG00000242807
X	113865259	113865386	SNORA35	ENSG00000208839
6	32520490	32527799	HLA-DRB6	ENSG00000229391
1	40997233	41013841	ZNF684	ENSG00000117010
10	38183565	38185594	ZNF33AP1	ENSG00000235197
8	72808226	72808565	RPS20P20	ENSG00000241942
6	13358062	13487894	GFOD1	ENSG00000145990
1	243956507	243957702	AKT3-IT1	ENSG00000228939
2	10955611	10955672	RNU7-176P	ENSG00000238962
1	22328149	22339032	CELA3A	ENSG00000142789
HSCHR6_MHC_QBL	33146133	33151585	HCG25	ENSG00000231343
4	164392257	164395047	TKTL2	ENSG00000151005
3	72084451	72291716	LINC00877	ENSG00000241163
X	113873918	113874002	MIR764	ENSG00000212100
10	38332801	38332903	RNU6-795P	ENSG00000252132
10	129894923	129924649	MKI67	ENSG00000148773
10	38368984	38369805	EIF3LP3	ENSG00000226086
8	23457539	23457651	RNU4-71P	ENSG00000252067
17	56754935	56755098	RNU1-52P	ENSG00000206917
3	177725460	177725567	RNU6-1120P	ENSG00000199858
12	96043031	96067775	PGAM1P5	ENSG00000257150
5	139452442	139488215	LINC01024	ENSG00000245146
X	113886019	113886098	MIR1912	ENSG00000222321
6	154331631	154568001	OPRM1	ENSG00000112038
17	56756888	56757051	RNU1-85P	ENSG00000200997
10	38380692	38380979	FXYD6P2	ENSG00000235964
11	64556290	64570713	MAP4K2	ENSG00000168067
17	56913260	56913355	RNU6-518P	ENSG00000251865
2	29320571	29412509	CLIP4	ENSG00000115295
1	244267234	244267510	RN7SL148P	ENSG00000244066
1	188663451	188664242	RPS3AP9	ENSG00000231022
11	93290079	93290369	RN7SL223P	ENSG00000240202
20	61584052	61599949	SLC17A9	ENSG00000101194
1	146310555	146349531	HYDIN2	ENSG00000239475
5	92919043	92930321	NR2F1	ENSG00000175745
X	113949650	113949761	MIR1298	ENSG00000221710
1	46640745	46651630	TSPAN1	ENSG00000117472
2	89111884	89111968	MIR4436A	ENSG00000265510
11	93454679	93455032	SCARNA9	ENSG00000254911
17	47074774	47133012	IGF2BP1	ENSG00000159217
6	32627657	32628506	HLA-DQB1-AS1	ENSG00000223534
HSCHR6_MHC_QBL	33235605	33236122	MYL8P	ENSG00000230193
X	113997744	113997823	MIR1911	ENSG00000222715
1	244558278	244558962	TGIF2P1	ENSG00000225401
11	93463679	93463812	SNORA25	ENSG00000207112
2	72356367	72375167	CYP26B1	ENSG00000003137
1	43368903	43369583	ATP6V1E1P1	ENSG00000225099
11	93464145	93464265	SNORA32	ENSG00000206799
22	25714223	25716047	IGLL3P	ENSG00000206066
6	32673901	32674732	MTCO3P1	ENSG00000235040
11	93464668	93464740	SNORD6	ENSG00000202314
1	188874819	189006393	LINC01035	ENSG00000226486
11	93465170	93465299	SNORA1	ENSG00000206834
11	65657875	65659105	CCDC85B	ENSG00000175602
1	189005092	189005575	CLPTM1LP1	ENSG00000271036
11	93465527	93465665	SNORA8	ENSG00000207304
1	43424720	43449029	SLC2A1-AS1	ENSG00000227533
1	244761693	244761989	CYCSP5	ENSG00000227735
3	41236328	41301587	CTNNB1	ENSG00000168036
4	164415594	164441691	TMA16	ENSG00000198498
5	33944721	33984835	SLC45A2	ENSG00000164175
8	12168471	12175825	DEFB130	ENSG00000232948
17	57136587	57136850	RN7SL716P	ENSG00000263558
2	219967156	219967437	RN7SL764P	ENSG00000240317
12	56223529	56230030	TMEM198B	ENSG00000182796
X	10125024	10205700	CLCN4	ENSG00000073464
8	126052926	126057231	KIAA0196-AS1	ENSG00000253167
8	126282846	126283142	RN7SL329P	ENSG00000242170
4	134045259	134047218	R3HDM2P1	ENSG00000248735
17	57206637	57206819	RNU2-58P	ENSG00000252212
6	32698535	32699472	HLA-DQB3	ENSG00000226030
2	220117965	220136910	TUBA4B	ENSG00000243910
17	57215119	57215233	MIR454	ENSG00000211514
2	110494713	110495100	RPL22P11	ENSG00000233707
16	4612815	4613129	SUB1P3	ENSG00000261612
8	126456807	126457060	RN7SL590P	ENSG00000266452
1	43457109	43457215	RNU6-880P	ENSG00000207256
15	78187026	78197016	CSPG4P13	ENSG00000260139
15	52873514	53002014	FAM214A	ENSG00000047346
1	245003940	245018799	HNRNPU-AS1	ENSG00000188206
1	43489220	43489308	RNU6-870P	ENSG00000252803
HSCHR6_MHC_QBL	33262070	33262864	LYPLA2P1	ENSG00000232376
2	89214597	89214894	IGKV7-3	ENSG00000197794
1	189635279	189635386	RNA5SP73	ENSG00000252553
14	20811741	20826064	PARP2	ENSG00000129484
1	43662088	43662207	RNA5SP46	ENSG00000199240
6	32717689	32717756	MIR3135B	ENSG00000263649
9	141106637	141143444	FAM157B	ENSG00000233013
5	133936834	133984961	SAR1B	ENSG00000152700
11	65659520	65668044	FOSL1	ENSG00000175592
1	43855553	43918321	SZT2	ENSG00000198198
19	40721965	40724306	TTC9B	ENSG00000174521
15	65619465	65670378	IGDCC3	ENSG00000174498
16	32486372	32489571	ABCD1P3	ENSG00000261233
2	89221844	89222269	PGBD4P5	ENSG00000225136
12	129277739	129308528	SLC15A4	ENSG00000139370
1	146392310	146392852	PFN1P8	ENSG00000244371
10	38645305	38667433	HSD17B7P2	ENSG00000099251
6	32811863	32814272	TAPSAR1	ENSG00000204261
8	73269963	73270050	RNA5SP271	ENSG00000252509
5	98104354	98134347	RGMB	ENSG00000174136
22	25833273	25833790	IGLVIVOR22-1	ENSG00000271138
8	126913195	126913298	RNU6-442P	ENSG00000206695
HSCHR6_MHC_QBL	33285981	33286082	RPL35AP4	ENSG00000227168
2	89231184	89231898	IGKV2-4	ENSG00000253435
5	154393260	154397685	KIF4B	ENSG00000226650
12	49962001	50038449	PRPF40B	ENSG00000110844
19	47177532	47220384	PRKD2	ENSG00000105287
8	126934552	126963493	LINC00861	ENSG00000245164
1	43913447	43914315	SZT2-AS1	ENSG00000229372
HSCHR6_MHC_QBL	33296657	33297154	RPL12P1	ENSG00000228099
2	220158833	220158922	MIR153-1	ENSG00000207647
8	12282913	12293915	FAM86B2	ENSG00000145002
1	43919598	43922666	HYI-AS1	ENSG00000229348
11	9702471	9702785	RN7SKP50	ENSG00000201564
4	144257915	144395721	GAB1	ENSG00000109458
22	25844072	25916821	CRYBB2P1	ENSG00000100058
10	23728198	23731308	OTUD1	ENSG00000165312
8	73530957	73531618	HAUS1P3	ENSG00000253226
4	135248218	135249953	PES1P1	ENSG00000248191
1	245107212	245107518	RN7SKP55	ENSG00000201758
1	146490895	146596107	NBPF13P	ENSG00000227242
2	89319489	89320183	IGKV2-10	ENSG00000253278
1	245118160	245118265	RNU6-947P	ENSG00000252073
4	151503077	151505843	MAB21L2	ENSG00000181541
1	245186317	245186420	RNU6-1089P	ENSG00000252282
HSCHR6_MHC_QBL	33306984	33307829	PHF1	ENSG00000239756
6	90710941	90711225	RN7SKP110	ENSG00000222078
1	45140364	45191263	C1orf228	ENSG00000198520
1	44165436	44173809	KDM4A-AS1	ENSG00000236200
1	245207230	245207334	RNU6-999P	ENSG00000251754
8	126964105	126964558	SOD1P3	ENSG00000253651
17	34391640	34399392	CCL18	ENSG00000006074
4	146539415	146581187	MMAA	ENSG00000151611
6	91022461	91022552	MIR4464	ENSG00000266760
X	53123327	53196196	LINC01155	ENSG00000232593
3	20038295	20038417	RNU4-85P	ENSG00000201545
4	70383385	70384118	UGT2A3P7	ENSG00000248886
2	89345492	89345963	IGKV1-13	ENSG00000253497
9	141150045	141150148	RNU6-785P	ENSG00000223256
11	9779839	9832866	SBF2-AS1	ENSG00000246273
8	127084831	127086475	KNOP1P5	ENSG00000250563
16	4683596	4683882	RN7SL850P	ENSG00000263955
HSCHR12_2_CTG2_1	59420999	59421724	RPS6P22	ENSG00000262159
1	245297229	245297392	RNU1-132P	ENSG00000201170
2	220413795	220413869	MIR3132	ENSG00000265252
1	22379120	22419437	CDC42	ENSG00000070831
4	108910870	108956331	HADH	ENSG00000138796
9	130469268	130478281	C9orf117	ENSG00000160401
14	77582911	77725838	TMEM63C	ENSG00000165548
1	96691457	96691616	RNU1-130P	ENSG00000200800
2	89377506	89378280	IGKV2-14	ENSG00000253265
6	32846948	32847625	PPP1R2P1	ENSG00000234515
8	127186430	127187258	RFPL4AP5	ENSG00000248720
2	220455409	220455706	RN7SKP213	ENSG00000222678
6	92231378	92231455	MIR4643	ENSG00000263734
5	155297354	156194799	SGCD	ENSG00000170624
6	92339633	92400146	CASC6	ENSG00000224944
19	17973397	17973529	SNORA68	ENSG00000207166
X	53159663	53159723	RNU7-37P	ENSG00000251707
Y	15016019	15032390	DDX3Y	ENSG00000067048
19	18082834	18082926	RNA5SP468	ENSG00000252591
X	53172014	53173095	ACTG1P10	ENSG00000231340
1	245446133	245446391	DNAJC19P8	ENSG00000232793
6	32864193	32864267	HLA-Z	ENSG00000235301
1	204485511	204542871	MDM4	ENSG00000198625
6	32938009	32938663	BRD2-IT1	ENSG00000223837
1	96884150	96884489	UBE2WP1	ENSG00000234422
1	191115155	191116091	HNRNPA1P46	ENSG00000228020
2	89428207	89428966	IGKV2-18	ENSG00000254157
10	121588972	121652068	MCMBP	ENSG00000197771
10	28339922	28623415	MPP7	ENSG00000150054
HSCHR18_2_CTG2	65243268	65253666	DSEL	ENSG00000262102
1	96912486	96913874	EEF1A1P11	ENSG00000228502
1	44182138	44182227	RNU6-1058P	ENSG00000252201
4	70657590	70679606	SULT1D1P	ENSG00000236959
8	127517008	127517114	RNU6-869P	ENSG00000207138
1	146551295	146551419	RNVU1-8	ENSG00000201142
6	33047228	33047637	RPL32P1	ENSG00000224796
9	12685439	12710290	TYRP1	ENSG00000107165
HSCHR6_MHC_DBB	32786475	32790461	PSMB8	ENSG00000230034
10	79193330	79193540	COX6CP15	ENSG00000228092
19	18159447	18159900	RPS18P13	ENSG00000243455
1	97048765	97049081	RN7SL831P	ENSG00000241992
6	33059530	33065072	HLA-DPA2	ENSG00000231461
2	89434458	89434740	IGKV2-19	ENSG00000253732
4	136236573	136236677	RNU6-569P	ENSG00000207188
10	79346807	79346917	RNA5SP321	ENSG00000199592
1	97049973	97050290	NDUFS5P2	ENSG00000234226
17	33333009	33416338	RFFL	ENSG00000092871
19	40728115	40732597	CNTD2	ENSG00000105219
4	136292332	136293079	KRT18P54	ENSG00000250834
6	7727030	7881655	BMP6	ENSG00000153162
1	44315972	44317283	SHMT1P1	ENSG00000224751
1	41086351	41131329	RIMS3	ENSG00000117016
1	246342080	246342506	CHCHD4P5	ENSG00000225222
2	89470259	89470696	IGKV1-22	ENSG00000253578
6	33071571	33075107	COL11A2P1	ENSG00000228688
2	220562521	220562936	RPL23P4	ENSG00000223903
X	53241590	53243861	KDM5C-IT1	ENSG00000235262
1	97144430	97145176	RPL7P9	ENSG00000137970
17	57228497	57228582	MIR301A	ENSG00000207996
4	136486272	136488312	TARS2P1	ENSG00000248104
15	42140345	42186275	SPTBN5	ENSG00000137877
10	79536709	79536813	RNU6-1266P	ENSG00000199664
10	88414314	88426605	OPN4	ENSG00000122375
HG1091_PATCH	59735036	61237194	FHIT	ENSG00000262683
1	246352316	246352420	RNU6-1283P	ENSG00000202184
4	152020725	152025804	RPS3A	ENSG00000145425
1	246484965	246485740	SMYD3-IT1	ENSG00000230184
1	97161412	97161723	RN7SKP270	ENSG00000223229
11	65684279	65686588	C11orf68	ENSG00000175573
HG999_1_PATCH	248885294	248885502	AHCYP8	ENSG00000261495
8	127683767	127683899	RNU11-4P	ENSG00000212451
19	18392887	18392971	MIR3188	ENSG00000267959
6	33080228	33102442	HLA-DPB2	ENSG00000224557
1	97561479	97788511	DPYD-AS1	ENSG00000232878
19	18396153	18396305	RPL39P38	ENSG00000241464
4	136788138	136834835	LINC00613	ENSG00000248330
8	127859300	128033259	PCAT1	ENSG00000253438
17	57358491	57358704	SNRPGP17	ENSG00000271063
2	220771223	220771286	MIR4268	ENSG00000266518
1	146649692	146651206	PDIA3P1	ENSG00000180867
17	57443444	57443515	MIR4729	ENSG00000263857
1	97859710	97885697	DPYD-IT1	ENSG00000232542
10	103330317	103369425	DPCD	ENSG00000166171
10	79672032	79672304	RN7SL284P	ENSG00000243446
8	128084939	128094466	PCAT2	ENSG00000253264
4	136917084	136917247	RNU1-89P	ENSG00000207322
1	98011257	98012514	SEC63P1	ENSG00000228057
6	139224630	139309398	REPS1	ENSG00000135597
10	79687130	79689582	DLG5-AS1	ENSG00000233871
8	128098508	128099755	PRNCR1	ENSG00000224722
10	79713253	79713634	H2AFZP5	ENSG00000234612
19	18444086	18444381	RN7SL513P	ENSG00000239821
HSCHR12_3_CTG2_1	101505377	101522419	ANO4	ENSG00000262139
7	64312775	64313732	SEPHS1P1	ENSG00000182722
1	98051418	98051850	RPL26P9	ENSG00000226128
1	146674857	146676513	CCT8P1	ENSG00000226015
19	18497372	18497444	MIR3189	ENSG00000264175
17	48423453	48440499	XYLT2	ENSG00000015532
HG729_PATCH	8585996	8642307	MYO1F	ENSG00000262149
8	128197880	128215467	CASC19	ENSG00000254166
6	33098993	33111102	HLA-DPA3	ENSG00000237398
4	70933103	70951007	CSN1S2AP	ENSG00000234124
17	57614720	57614860	RNU4-13P	ENSG00000200889
6	33112560	33115544	HCG24	ENSG00000230313
6	149539777	149732749	TAB2	ENSG00000055208
8	128220111	128231333	CCAT1	ENSG00000247844
20	3801178	3805949	AP5S1	ENSG00000125843
9	130478345	130493879	TTC16	ENSG00000167094
6	33167378	33167472	RNY4P10	ENSG00000202441
8	43125341	43127105	AFG3L2P1	ENSG00000253606
22	18270415	18507325	MICAL3	ENSG00000243156
17	57918627	57918698	MIR21	ENSG00000199004
5	8450856	8463208	MIR4458HG	ENSG00000247516
6	33175612	33175721	MIR219-1	ENSG00000199036
1	98262477	98263622	DPYD-AS2	ENSG00000235777
19	55385704	55401838	FCAR	ENSG00000186431
17	57924799	57924905	RNU6-450P	ENSG00000201524
6	33183482	33184105	ZNF70P1	ENSG00000225463
8	128302062	128494384	CASC8	ENSG00000246228
17	57962376	57962913	NDUFB8P2	ENSG00000270264
1	192685313	192685783	MIR4426	ENSG00000231767
X	53489150	53489251	VTRNA3-1P	ENSG00000199422
4	164445450	165305202	MARCH1	ENSG00000145416
16	32752635	32787517	HERC2P5	ENSG00000260644
4	137276265	137277491	TERF1P3	ENSG00000249311
X	53583184	53583302	MIR98	ENSG00000271886
6	36822603	36842800	PPIL1	ENSG00000137168
HSCHR6_MHC_DBB	30447487	30452225	HLA-E	ENSG00000229252
X	53584153	53584235	MIRLET7F2	ENSG00000208012
X	136058576	136067864	SRRM1P3	ENSG00000237307
16	417384	420527	MRPL28	ENSG00000086504
12	24365355	24365429	MIR920	ENSG00000216192
6	92449327	92449614	RN7SL415P	ENSG00000240961
6	143815948	143832827	FUCA2	ENSG00000001036
19	18742459	18742718	RN7SL155P	ENSG00000263490
22	26111008	26111136	RNA5SP494	ENSG00000222585
1	98453556	98515419	MIR137HG	ENSG00000225206
17	34415602	34417515	CCL3	ENSG00000006075
1	146890777	146891610	OR13Z1P	ENSG00000226653
1	192844816	192845115	RN7SKP126	ENSG00000223075
8	128698588	128746213	CASC11	ENSG00000249375
1	44568978	44570375	KRT8P47	ENSG00000271647
